COUNTRY,COUNTRY_CODE,GHE_CAUSE_TITLE,YEAR,DEATHS_100K
Russia,RUS,"Cardiomyopathy, myocarditis, endocarditis",2010,55.42908027
Russia,RUS,"Cardiomyopathy, myocarditis, endocarditis",2015,40.99448903
Russia,RUS,"Cardiomyopathy, myocarditis, endocarditis",2019,37.05862761
Russia,RUS,Cataracts,2000,0
Russia,RUS,Cataracts,2005,0
Russia,RUS,Cataracts,2010,0
Russia,RUS,Cataracts,2015,0
Russia,RUS,Cataracts,2019,0
Russia,RUS,Cervix uteri cancer,2000,5.826074907
Russia,RUS,Cervix uteri cancer,2005,5.972449079
Russia,RUS,Cervix uteri cancer,2010,5.628266143
Russia,RUS,Cervix uteri cancer,2015,5.658653696
Russia,RUS,Cervix uteri cancer,2019,5.086349572
Russia,RUS,Chagas disease,2000,0
Russia,RUS,Chagas disease,2005,0
Russia,RUS,Chagas disease,2010,0
Russia,RUS,Chagas disease,2015,0
Russia,RUS,Chagas disease,2019,0
Russia,RUS,Childhood behavioural disorders,2000,0
Russia,RUS,Childhood behavioural disorders,2005,0
Russia,RUS,Childhood behavioural disorders,2010,0
Russia,RUS,Childhood behavioural disorders,2015,0
Russia,RUS,Childhood behavioural disorders,2019,0
Russia,RUS,Chlamydia,2000,0.030747293
Russia,RUS,Chlamydia,2005,0.026670008
Russia,RUS,Chlamydia,2010,0.023487099
Russia,RUS,Chlamydia,2015,0.012849222
Russia,RUS,Chlamydia,2019,0.01003369
Russia,RUS,Chronic obstructive pulmonary disease,2000,34.89245314
Russia,RUS,Chronic obstructive pulmonary disease,2005,29.47661202
Russia,RUS,Chronic obstructive pulmonary disease,2010,25.63780556
Russia,RUS,Chronic obstructive pulmonary disease,2015,25.96224638
Russia,RUS,Chronic obstructive pulmonary disease,2019,25.09238493
Russia,RUS,Cirrhosis of the liver,2000,23.32237686
Russia,RUS,Cirrhosis of the liver,2005,37.5982399
Russia,RUS,Cirrhosis of the liver,2010,37.39592854
Russia,RUS,Cirrhosis of the liver,2015,36.70407466
Russia,RUS,Cirrhosis of the liver,2019,31.16559873
Russia,RUS,Collective violence and legal intervention,2000,4.534620768
Russia,RUS,Collective violence and legal intervention,2005,0.816293074
Russia,RUS,Collective violence and legal intervention,2010,0.851910532
Russia,RUS,Collective violence and legal intervention,2015,0.346924664
Russia,RUS,Collective violence and legal intervention,2019,0.062969336
Russia,RUS,Colon and rectum cancers,2000,26.80519175
Russia,RUS,Colon and rectum cancers,2005,28.96027402
Russia,RUS,Colon and rectum cancers,2010,29.63518637
Russia,RUS,Colon and rectum cancers,2015,29.28135626
Russia,RUS,Colon and rectum cancers,2019,29.22332627
Russia,RUS,Congenital anomalies,2000,5.195069809
Russia,RUS,Congenital anomalies,2005,4.712635965
Russia,RUS,Congenital anomalies,2010,4.435860897
Russia,RUS,Congenital anomalies,2015,3.952060149
Russia,RUS,Congenital anomalies,2019,2.87546019
Russia,RUS,Corpus uteri cancer,2000,5.000873683
Russia,RUS,Corpus uteri cancer,2005,4.860849822
Russia,RUS,Corpus uteri cancer,2010,4.613711187
Russia,RUS,Corpus uteri cancer,2015,4.86999814
Russia,RUS,Corpus uteri cancer,2019,4.711634117
Russia,RUS,Cysticercosis,2000,0
Russia,RUS,Cysticercosis,2005,0
Russia,RUS,Cysticercosis,2010,0
Russia,RUS,Cysticercosis,2015,0
Russia,RUS,Cysticercosis,2019,0
Russia,RUS,Dengue,2000,0
Russia,RUS,Dengue,2005,0
Russia,RUS,Dengue,2010,0
Russia,RUS,Dengue,2015,0
Russia,RUS,Dengue,2019,0
Russia,RUS,Depressive disorders,2000,0
Russia,RUS,Depressive disorders,2005,0
Russia,RUS,Depressive disorders,2010,0
Russia,RUS,Depressive disorders,2015,0
Russia,RUS,Depressive disorders,2019,0
Russia,RUS,Diabetes mellitus,2000,7.215259955
Russia,RUS,Diabetes mellitus,2005,7.033687451
Russia,RUS,Diabetes mellitus,2010,7.467340398
Russia,RUS,Diabetes mellitus,2015,12.93495754
Russia,RUS,Diabetes mellitus,2019,12.58028703
Russia,RUS,Diarrhoeal diseases,2000,0.871081889
Russia,RUS,Diarrhoeal diseases,2005,0.496783034
Russia,RUS,Diarrhoeal diseases,2010,0.357263774
Russia,RUS,Diarrhoeal diseases,2015,0.301347531
Russia,RUS,Diarrhoeal diseases,2019,0.271567231
Russia,RUS,Diphtheria,2000,0.015760763
Russia,RUS,Diphtheria,2005,0
Russia,RUS,Diphtheria,2010,0
Russia,RUS,Diphtheria,2015,0
Russia,RUS,Diphtheria,2019,0
Russia,RUS,Drowning,2000,13.30972696
Russia,RUS,Drowning,2005,11.92397246
Russia,RUS,Drowning,2010,8.166816995
Russia,RUS,Drowning,2015,5.786859138
Russia,RUS,Drowning,2019,4.54577365
Russia,RUS,Drug use disorders,2000,8.314262354
Russia,RUS,Drug use disorders,2005,9.837986272
Russia,RUS,Drug use disorders,2010,7.36124903
Russia,RUS,Drug use disorders,2015,6.607277957
Russia,RUS,Drug use disorders,2019,6.242430349
Russia,RUS,Eating disorders,2000,0
Russia,RUS,Eating disorders,2005,0
Russia,RUS,Eating disorders,2010,0
Russia,RUS,Eating disorders,2015,0
Russia,RUS,Eating disorders,2019,0
Russia,RUS,Echinococcosis,2000,0.297161701
Russia,RUS,Echinococcosis,2005,0.234932376
Russia,RUS,Echinococcosis,2010,0.149953168
Russia,RUS,Echinococcosis,2015,0.095808577
Russia,RUS,Echinococcosis,2019,0.066815245
Russia,RUS,Encephalitis,2000,0.97766161
Russia,RUS,Encephalitis,2005,0.810941957
Russia,RUS,Encephalitis,2010,0.761252759
Russia,RUS,Encephalitis,2015,0.79389216
Russia,RUS,Encephalitis,2019,0.733816563
Russia,RUS,Epilepsy,2000,0.856396494
Russia,RUS,Epilepsy,2005,0.690997377
Russia,RUS,Epilepsy,2010,0.569968943
Russia,RUS,Epilepsy,2015,0.542364079
Russia,RUS,Epilepsy,2019,0.496339293
Russia,RUS,Exposure to mechanical forces,2000,4.138180939
Russia,RUS,Exposure to mechanical forces,2005,4.078177673
Russia,RUS,Exposure to mechanical forces,2010,2.963079202
Russia,RUS,Exposure to mechanical forces,2015,2.510273585
Russia,RUS,Exposure to mechanical forces,2019,2.071060576
Russia,RUS,Falls,2000,11.53378151
Russia,RUS,Falls,2005,12.80383039
Russia,RUS,Falls,2010,10.42171185
Russia,RUS,Falls,2015,9.1241442
Russia,RUS,Falls,2019,8.023550683
Russia,RUS,"Fire, heat and hot substances",2000,9.2701549
Russia,RUS,"Fire, heat and hot substances",2005,10.36703556
Russia,RUS,"Fire, heat and hot substances",2010,7.437797029
Russia,RUS,"Fire, heat and hot substances",2015,5.323837547
Russia,RUS,"Fire, heat and hot substances",2019,4.377734097
Russia,RUS,Food-bourne trematodes,2000,0
Russia,RUS,Food-bourne trematodes,2005,0
Russia,RUS,Food-bourne trematodes,2010,0
Russia,RUS,Food-bourne trematodes,2015,0
Russia,RUS,Food-bourne trematodes,2019,0
Russia,RUS,Gallbladder and biliary diseases,2000,2.577529133
Russia,RUS,Gallbladder and biliary diseases,2005,2.429310908
Russia,RUS,Gallbladder and biliary diseases,2010,2.334054975
Russia,RUS,Gallbladder and biliary diseases,2015,2.445727149
Russia,RUS,Gallbladder and biliary diseases,2019,2.375080861
Russia,RUS,Gallbladder and biliary tract cancer,2000,3.23460207
Russia,RUS,Gallbladder and biliary tract cancer,2005,2.923399238
Russia,RUS,Gallbladder and biliary tract cancer,2010,2.807520058
Russia,RUS,Gallbladder and biliary tract cancer,2015,2.637347326
Russia,RUS,Gallbladder and biliary tract cancer,2019,2.558015323
Russia,RUS,Gastritis and duodenitis,2000,0.291415466
Russia,RUS,Gastritis and duodenitis,2005,0.320571395
Russia,RUS,Gastritis and duodenitis,2010,0.287767797
Russia,RUS,Gastritis and duodenitis,2015,0.308883496
Russia,RUS,Gastritis and duodenitis,2019,0.294140089
Russia,RUS,Genital herpes,2000,0
Russia,RUS,Genital herpes,2005,0
Russia,RUS,Genital herpes,2010,0
Russia,RUS,Genital herpes,2015,0
Russia,RUS,Genital herpes,2019,0
Russia,RUS,Glaucoma,2000,0
Russia,RUS,Glaucoma,2005,0
Russia,RUS,Glaucoma,2010,0
Russia,RUS,Glaucoma,2015,0
Russia,RUS,Glaucoma,2019,0
Russia,RUS,Gonorrhoea,2000,0.078770466
Russia,RUS,Gonorrhoea,2005,0.088861487
Russia,RUS,Gonorrhoea,2010,0.066919577
Russia,RUS,Gonorrhoea,2015,0.058985093
Russia,RUS,Gonorrhoea,2019,0.053100006
Russia,RUS,Gout,2000,0
Russia,RUS,Gout,2005,0
Russia,RUS,Gout,2010,0
Russia,RUS,Gout,2015,0
Russia,RUS,Gout,2019,0
Russia,RUS,Gynecological diseases,2000,0.107653636
Russia,RUS,Gynecological diseases,2005,0.106579304
Russia,RUS,Gynecological diseases,2010,0.084443207
Russia,RUS,Gynecological diseases,2015,0.07725308
Russia,RUS,Gynecological diseases,2019,0.07411999
Russia,RUS,HIV/AIDS,2000,4.500588221
Russia,RUS,HIV/AIDS,2005,8.578080694
Russia,RUS,HIV/AIDS,2010,7.259315994
Russia,RUS,HIV/AIDS,2015,11.04005941
Russia,RUS,HIV/AIDS,2019,14.58460373
Russia,RUS,Hookworm disease,2000,0
Russia,RUS,Hookworm disease,2005,0
Russia,RUS,Hookworm disease,2010,0
Russia,RUS,Hookworm disease,2015,0
Russia,RUS,Hookworm disease,2019,0
Russia,RUS,Hypertensive heart disease,2000,10.96937006
Russia,RUS,Hypertensive heart disease,2005,14.58672399
Russia,RUS,Hypertensive heart disease,2010,15.51883236
Russia,RUS,Hypertensive heart disease,2015,13.30027209
Russia,RUS,Hypertensive heart disease,2019,12.57008559
Russia,RUS,Idiopathic intellectual disability,2000,0
Russia,RUS,Idiopathic intellectual disability,2005,0
Russia,RUS,Idiopathic intellectual disability,2010,0
Russia,RUS,Idiopathic intellectual disability,2015,0
Russia,RUS,Idiopathic intellectual disability,2019,0
Russia,RUS,Infertility,2000,0
Russia,RUS,Infertility,2005,0
Russia,RUS,Infertility,2010,0
Russia,RUS,Infertility,2015,0
Russia,RUS,Infertility,2019,0
Russia,RUS,Inflammatory bowel disease,2000,0.758995782
Russia,RUS,Inflammatory bowel disease,2005,0.685414275
Russia,RUS,Inflammatory bowel disease,2010,0.764056632
Russia,RUS,Inflammatory bowel disease,2015,0.868955788
Russia,RUS,Inflammatory bowel disease,2019,0.848005369
Russia,RUS,Interpersonal violence,2000,28.06807481
Russia,RUS,Interpersonal violence,2005,24.80721331
Russia,RUS,Interpersonal violence,2010,13.24591356
Russia,RUS,Interpersonal violence,2015,11.47139463
Russia,RUS,Interpersonal violence,2019,7.858097828
Russia,RUS,Iodine deficiency,2000,0
Russia,RUS,Iodine deficiency,2005,0
Russia,RUS,Iodine deficiency,2010,0
Russia,RUS,Iodine deficiency,2015,0
Russia,RUS,Iodine deficiency,2019,0
Russia,RUS,Iron-deficiency anaemia,2000,0
Russia,RUS,Iron-deficiency anaemia,2005,0
Russia,RUS,Iron-deficiency anaemia,2010,0
Russia,RUS,Iron-deficiency anaemia,2015,0
Russia,RUS,Iron-deficiency anaemia,2019,0
Russia,RUS,Ischaemic heart disease,2000,465.6351347
Russia,RUS,Ischaemic heart disease,2005,500.2095676
Russia,RUS,Ischaemic heart disease,2010,457.4348212
Russia,RUS,Ischaemic heart disease,2015,406.885722
Russia,RUS,Ischaemic heart disease,2019,385.755838
Russia,RUS,Kidney cancer,2000,5.55849734
Russia,RUS,Kidney cancer,2005,5.938728294
Russia,RUS,Kidney cancer,2010,6.390523916
Russia,RUS,Kidney cancer,2015,6.573072817
Russia,RUS,Kidney cancer,2019,6.770249061
Russia,RUS,Kidney diseases,2000,8.160664654
Russia,RUS,Kidney diseases,2005,7.77205152
Russia,RUS,Kidney diseases,2010,7.24682638
Russia,RUS,Kidney diseases,2015,8.003163091
Russia,RUS,Kidney diseases,2019,7.934365079
Russia,RUS,Larynx cancer,2000,4.185917423
Russia,RUS,Larynx cancer,2005,3.735455655
Russia,RUS,Larynx cancer,2010,3.209546215
Russia,RUS,Larynx cancer,2015,2.869843133
Russia,RUS,Larynx cancer,2019,2.74884749
Russia,RUS,Leishmaniasis,2000,0
Russia,RUS,Leishmaniasis,2005,0
Russia,RUS,Leishmaniasis,2010,0
Russia,RUS,Leishmaniasis,2015,0
Russia,RUS,Leishmaniasis,2019,0
Russia,RUS,Leprosy,2000,0
Russia,RUS,Leprosy,2005,0
Russia,RUS,Leprosy,2010,0
Russia,RUS,Leprosy,2015,0
Russia,RUS,Leprosy,2019,0
Russia,RUS,Leukaemia,2000,6.37751778
Russia,RUS,Leukaemia,2005,6.359667443
Russia,RUS,Leukaemia,2010,6.003543754
Russia,RUS,Leukaemia,2015,5.832581485
Russia,RUS,Leukaemia,2019,5.639377357
Russia,RUS,Liver cancer,2000,4.195079476
Russia,RUS,Liver cancer,2005,5.009458268
Russia,RUS,Liver cancer,2010,6.69808411
Russia,RUS,Liver cancer,2015,7.764013365
Russia,RUS,Liver cancer,2019,7.658198097
Russia,RUS,Lower respiratory infections,2000,27.78280374
Russia,RUS,Lower respiratory infections,2005,34.26097176
Russia,RUS,Lower respiratory infections,2010,29.18394802
Russia,RUS,Lower respiratory infections,2015,25.52473874
Russia,RUS,Lower respiratory infections,2019,22.22016782
Russia,RUS,Lymphatic filariasis,2000,0
Russia,RUS,Lymphatic filariasis,2005,0
Russia,RUS,Lymphatic filariasis,2010,0
Russia,RUS,Lymphatic filariasis,2015,0
Russia,RUS,Lymphatic filariasis,2019,0
Russia,RUS,"Lymphomas, multiple myeloma",2000,5.583615257
Russia,RUS,"Lymphomas, multiple myeloma",2005,5.879704697
Russia,RUS,"Lymphomas, multiple myeloma",2010,6.139416965
Russia,RUS,"Lymphomas, multiple myeloma",2015,6.28512439
Russia,RUS,"Lymphomas, multiple myeloma",2019,6.110187541
Russia,RUS,Macular degeneration,2000,0
Russia,RUS,Macular degeneration,2005,0
Russia,RUS,Macular degeneration,2010,0
Russia,RUS,Macular degeneration,2015,0
Russia,RUS,Macular degeneration,2019,0
Russia,RUS,Malaria,2000,0
Russia,RUS,Malaria,2005,0
Russia,RUS,Malaria,2010,0
Russia,RUS,Malaria,2015,0
Russia,RUS,Malaria,2019,0
Russia,RUS,Maternal conditions,2000,0.505097589
Russia,RUS,Maternal conditions,2005,0.453289826
Russia,RUS,Maternal conditions,2010,0.315584086
Russia,RUS,Maternal conditions,2015,0.254956233
Russia,RUS,Maternal conditions,2019,0.181019903
Russia,RUS,Measles,2000,0
Russia,RUS,Measles,2005,0
Russia,RUS,Measles,2010,0
Russia,RUS,Measles,2015,0
Russia,RUS,Measles,2019,0
Russia,RUS,Melanoma and other skin cancers,2000,3.304481667
Russia,RUS,Melanoma and other skin cancers,2005,3.739923576
Russia,RUS,Melanoma and other skin cancers,2010,3.898203268
Russia,RUS,Melanoma and other skin cancers,2015,3.859089727
Russia,RUS,Melanoma and other skin cancers,2019,3.848120944
Russia,RUS,Meningitis,2000,1.617464187
Russia,RUS,Meningitis,2005,1.48265857
Russia,RUS,Meningitis,2010,1.163710866
Russia,RUS,Meningitis,2015,0.936829759
Russia,RUS,Meningitis,2019,0.719393942
Russia,RUS,Mesothelioma,2000,0.534577542
Russia,RUS,Mesothelioma,2005,0.588887392
Russia,RUS,Mesothelioma,2010,0.643602489
Russia,RUS,Mesothelioma,2015,0.623396864
Russia,RUS,Mesothelioma,2019,0.600362188
Russia,RUS,Migraine,2000,0
Russia,RUS,Migraine,2005,0
Russia,RUS,Migraine,2010,0
Russia,RUS,Migraine,2015,0
Russia,RUS,Migraine,2019,0
Russia,RUS,Mouth and oropharynx cancers,2000,7.461089227
Russia,RUS,Mouth and oropharynx cancers,2005,7.620583769
Russia,RUS,Mouth and oropharynx cancers,2010,7.397513933
Russia,RUS,Mouth and oropharynx cancers,2015,7.64236707
Russia,RUS,Mouth and oropharynx cancers,2019,7.462513618
Russia,RUS,Multiple sclerosis,2000,0.768130915
Russia,RUS,Multiple sclerosis,2005,0.707148524
Russia,RUS,Multiple sclerosis,2010,0.619210605
Russia,RUS,Multiple sclerosis,2015,0.591354648
Russia,RUS,Multiple sclerosis,2019,0.56100015
Russia,RUS,Natural disasters,2000,0.063210989
Russia,RUS,Natural disasters,2005,0.054097777
Russia,RUS,Natural disasters,2010,0.044510006
Russia,RUS,Natural disasters,2015,0.059154695
Russia,RUS,Natural disasters,2019,0
Russia,RUS,Neonatal conditions,2000,6.012053175
Russia,RUS,Neonatal conditions,2005,4.932673717
Russia,RUS,Neonatal conditions,2010,4.090521419
Russia,RUS,Neonatal conditions,2015,3.736218149
Russia,RUS,Neonatal conditions,2019,2.430229076
Russia,RUS,Non-migraine headache,2000,0
Russia,RUS,Non-migraine headache,2005,0
Russia,RUS,Non-migraine headache,2010,0
Russia,RUS,Non-migraine headache,2015,0
Russia,RUS,Non-migraine headache,2019,0
Russia,RUS,Oesophagus cancer,2000,5.422220506
Russia,RUS,Oesophagus cancer,2005,5.113517711
Russia,RUS,Oesophagus cancer,2010,5.033540167
Russia,RUS,Oesophagus cancer,2015,5.038469717
Russia,RUS,Oesophagus cancer,2019,5.088139482
Russia,RUS,Onchocerciasis,2000,0
Russia,RUS,Onchocerciasis,2005,0
Russia,RUS,Onchocerciasis,2010,0
Russia,RUS,Onchocerciasis,2015,0
Russia,RUS,Onchocerciasis,2019,0
Russia,RUS,Oral conditions,2000,0
Russia,RUS,Oral conditions,2005,0
Russia,RUS,Oral conditions,2010,0
Russia,RUS,Oral conditions,2015,0
Russia,RUS,Oral conditions,2019,0
Russia,RUS,Osteoarthritis,2000,0
Russia,RUS,Osteoarthritis,2005,0
Russia,RUS,Osteoarthritis,2010,0
Russia,RUS,Osteoarthritis,2015,0
Russia,RUS,Osteoarthritis,2019,0
Russia,RUS,Other hearing loss,2000,0
Russia,RUS,Other hearing loss,2005,0
Russia,RUS,Other hearing loss,2010,0
Russia,RUS,Other hearing loss,2015,0
Russia,RUS,Other hearing loss,2019,0
Russia,RUS,Other vision loss,2000,0
Russia,RUS,Other vision loss,2005,0
Russia,RUS,Other vision loss,2010,0
Russia,RUS,Other vision loss,2015,0
Russia,RUS,Other vision loss,2019,0
Russia,RUS,Otitis media,2000,0
Russia,RUS,Otitis media,2005,0
Russia,RUS,Otitis media,2010,0
Russia,RUS,Otitis media,2015,0
Russia,RUS,Otitis media,2019,0
Russia,RUS,Ovary cancer,2000,5.01753932
Russia,RUS,Ovary cancer,2005,5.284237368
Russia,RUS,Ovary cancer,2010,5.64132697
Russia,RUS,Ovary cancer,2015,5.592695626
Russia,RUS,Ovary cancer,2019,5.572867224
Russia,RUS,Pancreas cancer,2000,11.00165558
Russia,RUS,Pancreas cancer,2005,11.91553696
Russia,RUS,Pancreas cancer,2010,12.70010369
Russia,RUS,Pancreas cancer,2015,13.48094051
Russia,RUS,Pancreas cancer,2019,13.90045919
Russia,RUS,Pancreatitis,2000,6.263896274
Russia,RUS,Pancreatitis,2005,8.438539626
Russia,RUS,Pancreatitis,2010,8.492919379
Russia,RUS,Pancreatitis,2015,8.666315784
Russia,RUS,Pancreatitis,2019,7.795042967
Russia,RUS,Paralytic ileus and intestinal obstruction,2000,1.994822233
Russia,RUS,Paralytic ileus and intestinal obstruction,2005,1.892833937
Russia,RUS,Paralytic ileus and intestinal obstruction,2010,1.959841798
Russia,RUS,Paralytic ileus and intestinal obstruction,2015,2.154974729
Russia,RUS,Paralytic ileus and intestinal obstruction,2019,2.128078926
Russia,RUS,Parkinson disease,2000,5.042991076
Russia,RUS,Parkinson disease,2005,5.663687005
Russia,RUS,Parkinson disease,2010,6.228398934
Russia,RUS,Parkinson disease,2015,6.589129658
Russia,RUS,Parkinson disease,2019,6.425783539
Russia,RUS,Peptic ulcer disease,2000,6.433266894
Russia,RUS,Peptic ulcer disease,2005,6.681302047
Russia,RUS,Peptic ulcer disease,2010,6.528915759
Russia,RUS,Peptic ulcer disease,2015,7.058771697
Russia,RUS,Peptic ulcer disease,2019,6.135822681
Russia,RUS,Poisonings,2000,8.858633817
Russia,RUS,Poisonings,2005,8.795676354
Russia,RUS,Poisonings,2010,6.079491054
Russia,RUS,Poisonings,2015,4.519292812
Russia,RUS,Poisonings,2019,3.821531654
Russia,RUS,Prostate cancer,2000,5.882658109
Russia,RUS,Prostate cancer,2005,6.883213882
Russia,RUS,Prostate cancer,2010,8.376869854
Russia,RUS,Prostate cancer,2015,9.085609114
Russia,RUS,Prostate cancer,2019,9.668604143
Russia,RUS,Protein-energy malnutrition,2000,0.217548361
Russia,RUS,Protein-energy malnutrition,2005,0.216874253
Russia,RUS,Protein-energy malnutrition,2010,0.147186
Russia,RUS,Protein-energy malnutrition,2015,0.153500781
Russia,RUS,Protein-energy malnutrition,2019,0.160930496
Russia,RUS,Rabies,2000,0.030816357
Russia,RUS,Rabies,2005,0.042093822
Russia,RUS,Rabies,2010,0.012410084
Russia,RUS,Rabies,2015,0
Russia,RUS,Rabies,2019,0
Russia,RUS,Rheumatic heart disease,2000,6.105037702
Russia,RUS,Rheumatic heart disease,2005,4.59591771
Russia,RUS,Rheumatic heart disease,2010,2.933357806
Russia,RUS,Rheumatic heart disease,2015,2.167750376
Russia,RUS,Rheumatic heart disease,2019,1.894536039
Russia,RUS,Rheumatoid arthritis,2000,0.558906789
Russia,RUS,Rheumatoid arthritis,2005,0.534084237
Russia,RUS,Rheumatoid arthritis,2010,0.482968613
Russia,RUS,Rheumatoid arthritis,2015,0.523868663
Russia,RUS,Rheumatoid arthritis,2019,0.506674757
Russia,RUS,Road injury,2000,27.86250103
Russia,RUS,Road injury,2005,28.82459356
Russia,RUS,Road injury,2010,20.5255405
Russia,RUS,Road injury,2015,17.48936695
Russia,RUS,Road injury,2019,12.0062743
Russia,RUS,Schistosomiasis,2000,0
Russia,RUS,Schistosomiasis,2005,0
Russia,RUS,Schistosomiasis,2010,0
Russia,RUS,Schistosomiasis,2015,0
Russia,RUS,Schistosomiasis,2019,0
Russia,RUS,Schizophrenia,2000,0
Russia,RUS,Schizophrenia,2005,0
Russia,RUS,Schizophrenia,2010,0
Russia,RUS,Schizophrenia,2015,0
Russia,RUS,Schizophrenia,2019,0
Russia,RUS,Self-harm,2000,53.77948958
Russia,RUS,Self-harm,2005,49.77926122
Russia,RUS,Self-harm,2010,38.07797923
Russia,RUS,Self-harm,2015,32.0421089
Russia,RUS,Self-harm,2019,25.11101953
Russia,RUS,Sickle cell disorders and trait,2000,0
Russia,RUS,Sickle cell disorders and trait,2005,0
Russia,RUS,Sickle cell disorders and trait,2010,0
Russia,RUS,Sickle cell disorders and trait,2015,0
Russia,RUS,Sickle cell disorders and trait,2019,0
Russia,RUS,Skin diseases,2000,1.391225218
Russia,RUS,Skin diseases,2005,1.559947546
Russia,RUS,Skin diseases,2010,1.651954394
Russia,RUS,Skin diseases,2015,1.862929493
Russia,RUS,Skin diseases,2019,1.873840359
Russia,RUS,Stomach cancer,2000,31.96008554
Russia,RUS,Stomach cancer,2005,29.18319309
Russia,RUS,Stomach cancer,2010,25.07674196
Russia,RUS,Stomach cancer,2015,21.42983747
Russia,RUS,Stomach cancer,2019,20.14850858
Russia,RUS,Stroke,2000,328.8223359
Russia,RUS,Stroke,2005,323.4747621
Russia,RUS,Stroke,2010,264.0928239
Russia,RUS,Stroke,2015,232.7770694
Russia,RUS,Stroke,2019,224.311244
Russia,RUS,Sudden infant death syndrome,2000,0.626768903
Russia,RUS,Sudden infant death syndrome,2005,0.697510463
Russia,RUS,Sudden infant death syndrome,2010,0.715651229
Russia,RUS,Sudden infant death syndrome,2015,0.510672314
Russia,RUS,Sudden infant death syndrome,2019,0.329197524
Russia,RUS,Syphilis,2000,0.044041913
Russia,RUS,Syphilis,2005,0.029800641
Russia,RUS,Syphilis,2010,0.022057633
Russia,RUS,Syphilis,2015,0.013964347
Russia,RUS,Syphilis,2019,0.003492413
Russia,RUS,Testicular cancer,2000,0.364823706
Russia,RUS,Testicular cancer,2005,0.312745494
Russia,RUS,Testicular cancer,2010,0.258084096
Russia,RUS,Testicular cancer,2015,0.248076395
Russia,RUS,Testicular cancer,2019,0.218742427
Russia,RUS,Tetanus,2000,0.003269389
Russia,RUS,Tetanus,2005,0
Russia,RUS,Tetanus,2010,0
Russia,RUS,Tetanus,2015,0
Russia,RUS,Tetanus,2019,0
Russia,RUS,Thalassaemias,2000,0.064453191
Russia,RUS,Thalassaemias,2005,0.044064184
Russia,RUS,Thalassaemias,2010,0.036232016
Russia,RUS,Thalassaemias,2015,0.032389033
Russia,RUS,Thalassaemias,2019,0.026569302
Russia,RUS,Thyroid cancer,2000,0.839577132
Russia,RUS,Thyroid cancer,2005,0.918387274
Russia,RUS,Thyroid cancer,2010,0.921444874
Russia,RUS,Thyroid cancer,2015,0.889575889
Russia,RUS,Thyroid cancer,2019,0.86745812
Russia,RUS,"Trachea, bronchus, lung cancers",2000,42.66424394
Russia,RUS,"Trachea, bronchus, lung cancers",2005,40.66437882
Russia,RUS,"Trachea, bronchus, lung cancers",2010,39.21644234
Russia,RUS,"Trachea, bronchus, lung cancers",2015,37.92315711
Russia,RUS,"Trachea, bronchus, lung cancers",2019,37.2601759
Russia,RUS,Trachoma,2000,0
Russia,RUS,Trachoma,2005,0
Russia,RUS,Trachoma,2010,0
Russia,RUS,Trachoma,2015,0
Russia,RUS,Trachoma,2019,0
Russia,RUS,Trichomoniasis,2000,0
Russia,RUS,Trichomoniasis,2005,0
Russia,RUS,Trichomoniasis,2010,0
Russia,RUS,Trichomoniasis,2015,0
Russia,RUS,Trichomoniasis,2019,0
Russia,RUS,Trichuriasis,2000,0
Russia,RUS,Trichuriasis,2005,0
Russia,RUS,Trichuriasis,2010,0
Russia,RUS,Trichuriasis,2015,0
Russia,RUS,Trichuriasis,2019,0
Russia,RUS,Tuberculosis,2000,21.51093825
Russia,RUS,Tuberculosis,2005,23.42574166
Russia,RUS,Tuberculosis,2010,15.94375164
Russia,RUS,Tuberculosis,2015,9.852657963
Russia,RUS,Tuberculosis,2019,5.772234192
Russia,RUS,Uncorrected refractive errors,2000,0
Russia,RUS,Uncorrected refractive errors,2005,0
Russia,RUS,Uncorrected refractive errors,2010,0
Russia,RUS,Uncorrected refractive errors,2015,0
Russia,RUS,Uncorrected refractive errors,2019,0
Russia,RUS,Upper respiratory infections,2000,0.331799202
Russia,RUS,Upper respiratory infections,2005,0.207020567
Russia,RUS,Upper respiratory infections,2010,0.147048593
Russia,RUS,Upper respiratory infections,2015,0.126515712
Russia,RUS,Upper respiratory infections,2019,0.093301779
Russia,RUS,Urolithiasis,2000,0.75097386
Russia,RUS,Urolithiasis,2005,0.72573628
Russia,RUS,Urolithiasis,2010,0.782953688
Russia,RUS,Urolithiasis,2015,0.985531942
Russia,RUS,Urolithiasis,2019,0.969583821
Russia,RUS,Vitamin A deficiency,2000,0
Russia,RUS,Vitamin A deficiency,2005,0
Russia,RUS,Vitamin A deficiency,2010,0
Russia,RUS,Vitamin A deficiency,2015,0
Russia,RUS,Vitamin A deficiency,2019,0
Russia,RUS,Whooping cough,2000,0.004484827
Russia,RUS,Whooping cough,2005,0.002138933
Russia,RUS,Whooping cough,2010,0.00231249
Russia,RUS,Whooping cough,2015,0.001340889
Russia,RUS,Whooping cough,2019,0.001233838
Russia,RUS,Yellow fever,2000,0
Russia,RUS,Yellow fever,2005,0
Russia,RUS,Yellow fever,2010,0
Russia,RUS,Yellow fever,2015,0
Russia,RUS,Yellow fever,2019,0
Saudi Arabia,SAU,Acute hepatitis A,2000,0.071436205
Saudi Arabia,SAU,Acute hepatitis A,2005,0.04554668
Saudi Arabia,SAU,Acute hepatitis A,2010,0.033249263
