COUNTRY,COUNTRY_CODE,GHE_CAUSE_TITLE,YEAR,DEATHS_100K
Germany,DEU,Prostate cancer,2019,19.74125886
Germany,DEU,Protein-energy malnutrition,2000,0.092145274
Germany,DEU,Protein-energy malnutrition,2005,0.236049441
Germany,DEU,Protein-energy malnutrition,2010,0.282849198
Germany,DEU,Protein-energy malnutrition,2015,0.550286167
Germany,DEU,Protein-energy malnutrition,2019,0.533058526
Germany,DEU,Rabies,2000,0.060762856
Germany,DEU,Rabies,2005,0.060547808
Germany,DEU,Rabies,2010,0.025072784
Germany,DEU,Rabies,2015,0.023700425
Germany,DEU,Rabies,2019,0.023516337
Germany,DEU,Rheumatic heart disease,2000,2.795503357
Germany,DEU,Rheumatic heart disease,2005,2.834287592
Germany,DEU,Rheumatic heart disease,2010,2.867207894
Germany,DEU,Rheumatic heart disease,2015,4.303039156
Germany,DEU,Rheumatic heart disease,2019,4.324263428
Germany,DEU,Rheumatoid arthritis,2000,0.536886874
Germany,DEU,Rheumatoid arthritis,2005,0.443205549
Germany,DEU,Rheumatoid arthritis,2010,0.52314244
Germany,DEU,Rheumatoid arthritis,2015,0.634007202
Germany,DEU,Rheumatoid arthritis,2019,0.652063435
Germany,DEU,Road injury,2000,9.616615928
Germany,DEU,Road injury,2005,6.890513838
Germany,DEU,Road injury,2010,4.809318213
Germany,DEU,Road injury,2015,4.364516259
Germany,DEU,Road injury,2019,3.781377992
Germany,DEU,Schistosomiasis,2000,0
Germany,DEU,Schistosomiasis,2005,0
Germany,DEU,Schistosomiasis,2010,0
Germany,DEU,Schistosomiasis,2015,0
Germany,DEU,Schistosomiasis,2019,0
Germany,DEU,Schizophrenia,2000,0.087042674
Germany,DEU,Schizophrenia,2005,0.102409665
Germany,DEU,Schizophrenia,2010,0.174702081
Germany,DEU,Schizophrenia,2015,0.296741736
Germany,DEU,Schizophrenia,2019,0.469737659
Germany,DEU,Self-harm,2000,14.46816838
Germany,DEU,Self-harm,2005,13.3060083
Germany,DEU,Self-harm,2010,13.2372659
Germany,DEU,Self-harm,2015,13.26594469
Germany,DEU,Self-harm,2019,12.31020162
Germany,DEU,Sickle cell disorders and trait,2000,0
Germany,DEU,Sickle cell disorders and trait,2005,0
Germany,DEU,Sickle cell disorders and trait,2010,0
Germany,DEU,Sickle cell disorders and trait,2015,0
Germany,DEU,Sickle cell disorders and trait,2019,0
Germany,DEU,Skin diseases,2000,0.543280613
Germany,DEU,Skin diseases,2005,0.737587749
Germany,DEU,Skin diseases,2010,1.405396385
Germany,DEU,Skin diseases,2015,1.814045409
Germany,DEU,Skin diseases,2019,1.849022416
Germany,DEU,Stomach cancer,2000,17.95669
Germany,DEU,Stomach cancer,2005,15.28780468
Germany,DEU,Stomach cancer,2010,14.00372758
Germany,DEU,Stomach cancer,2015,12.70128849
Germany,DEU,Stomach cancer,2019,11.57109637
Germany,DEU,Stroke,2000,101.9878104
Germany,DEU,Stroke,2005,84.43765713
Germany,DEU,Stroke,2010,78.31905714
Germany,DEU,Stroke,2015,74.36413954
Germany,DEU,Stroke,2019,59.61320854
Germany,DEU,Sudden infant death syndrome,2000,0.387356742
Germany,DEU,Sudden infant death syndrome,2005,0.224762632
Germany,DEU,Sudden infant death syndrome,2010,0.146578312
Germany,DEU,Sudden infant death syndrome,2015,0.119925761
Germany,DEU,Sudden infant death syndrome,2019,0.131282529
Germany,DEU,Syphilis,2000,0.009479795
Germany,DEU,Syphilis,2005,0.007727616
Germany,DEU,Syphilis,2010,0.010089585
Germany,DEU,Syphilis,2015,0.002424454
Germany,DEU,Syphilis,2019,0.001019005
Germany,DEU,Testicular cancer,2000,0.281734058
Germany,DEU,Testicular cancer,2005,0.264863271
Germany,DEU,Testicular cancer,2010,0.240772432
Germany,DEU,Testicular cancer,2015,0.213026173
Germany,DEU,Testicular cancer,2019,0.221144801
Germany,DEU,Tetanus,2000,0.00149803
Germany,DEU,Tetanus,2005,0.003110361
Germany,DEU,Tetanus,2010,0.00105433
Germany,DEU,Tetanus,2015,0
Germany,DEU,Tetanus,2019,0
Germany,DEU,Thalassaemias,2000,0.01286411
Germany,DEU,Thalassaemias,2005,0.010345835
Germany,DEU,Thalassaemias,2010,0.002471258
Germany,DEU,Thalassaemias,2015,0.005018742
Germany,DEU,Thalassaemias,2019,0.002834784
Germany,DEU,Thyroid cancer,2000,1.129033401
Germany,DEU,Thyroid cancer,2005,1.033372168
Germany,DEU,Thyroid cancer,2010,0.962049363
Germany,DEU,Thyroid cancer,2015,0.971852735
Germany,DEU,Thyroid cancer,2019,0.854136261
Germany,DEU,"Trachea, bronchus, lung cancers",2000,49.00222584
Germany,DEU,"Trachea, bronchus, lung cancers",2005,50.59611004
Germany,DEU,"Trachea, bronchus, lung cancers",2010,54.28203361
Germany,DEU,"Trachea, bronchus, lung cancers",2015,57.97442175
Germany,DEU,"Trachea, bronchus, lung cancers",2019,55.74503062
Germany,DEU,Trachoma,2000,0
Germany,DEU,Trachoma,2005,0
Germany,DEU,Trachoma,2010,0
Germany,DEU,Trachoma,2015,0
Germany,DEU,Trachoma,2019,0
Germany,DEU,Trichomoniasis,2000,0
Germany,DEU,Trichomoniasis,2005,0
Germany,DEU,Trichomoniasis,2010,0
Germany,DEU,Trichomoniasis,2015,0
Germany,DEU,Trichomoniasis,2019,0
Germany,DEU,Trichuriasis,2000,0
Germany,DEU,Trichuriasis,2005,0
Germany,DEU,Trichuriasis,2010,0
Germany,DEU,Trichuriasis,2015,0
Germany,DEU,Trichuriasis,2019,0
Germany,DEU,Tuberculosis,2000,0.757035785
Germany,DEU,Tuberculosis,2005,0.550106117
Germany,DEU,Tuberculosis,2010,0.434048418
Germany,DEU,Tuberculosis,2015,0.395659827
Germany,DEU,Tuberculosis,2019,0.336573439
Germany,DEU,Uncorrected refractive errors,2000,0
Germany,DEU,Uncorrected refractive errors,2005,0
Germany,DEU,Uncorrected refractive errors,2010,0
Germany,DEU,Uncorrected refractive errors,2015,0
Germany,DEU,Uncorrected refractive errors,2019,0
Germany,DEU,Upper respiratory infections,2000,0.351805902
Germany,DEU,Upper respiratory infections,2005,0.352552437
Germany,DEU,Upper respiratory infections,2010,0.14000505
Germany,DEU,Upper respiratory infections,2015,0.252990493
Germany,DEU,Upper respiratory infections,2019,0.151947149
Germany,DEU,Urolithiasis,2000,0
Germany,DEU,Urolithiasis,2005,0
Germany,DEU,Urolithiasis,2010,0
Germany,DEU,Urolithiasis,2015,0
Germany,DEU,Urolithiasis,2019,0
Germany,DEU,Vitamin A deficiency,2000,0.00149803
Germany,DEU,Vitamin A deficiency,2005,0.001170906
Germany,DEU,Vitamin A deficiency,2010,0
Germany,DEU,Vitamin A deficiency,2015,0
Germany,DEU,Vitamin A deficiency,2019,0
Germany,DEU,Whooping cough,2000,0
Germany,DEU,Whooping cough,2005,0
Germany,DEU,Whooping cough,2010,0.000428148
Germany,DEU,Whooping cough,2015,0.000876892
Germany,DEU,Whooping cough,2019,0.000995216
Germany,DEU,Yellow fever,2000,0
Germany,DEU,Yellow fever,2005,0
Germany,DEU,Yellow fever,2010,0
Germany,DEU,Yellow fever,2015,0
Germany,DEU,Yellow fever,2019,0
India,IND,Acute hepatitis A,2000,3.484033074
India,IND,Acute hepatitis A,2005,3.047594698
India,IND,Acute hepatitis A,2010,2.263610828
India,IND,Acute hepatitis A,2015,1.329475421
India,IND,Acute hepatitis A,2019,1.038236465
India,IND,Acute hepatitis B,2000,0.939583023
India,IND,Acute hepatitis B,2005,0.863212028
India,IND,Acute hepatitis B,2010,0.80120322
India,IND,Acute hepatitis B,2015,0.625090258
India,IND,Acute hepatitis B,2019,0.593796673
India,IND,Acute hepatitis C,2000,0.257635179
India,IND,Acute hepatitis C,2005,0.216237095
India,IND,Acute hepatitis C,2010,0.178492409
India,IND,Acute hepatitis C,2015,0.111850734
India,IND,Acute hepatitis C,2019,0.093268165
India,IND,Acute hepatitis E,2000,0.068171532
India,IND,Acute hepatitis E,2005,0.05974718
India,IND,Acute hepatitis E,2010,0.059379419
India,IND,Acute hepatitis E,2015,0.031092974
India,IND,Acute hepatitis E,2019,0.031471234
India,IND,African trypanosomiasis,2000,0
India,IND,African trypanosomiasis,2005,0
India,IND,African trypanosomiasis,2010,0
India,IND,African trypanosomiasis,2015,0
India,IND,African trypanosomiasis,2019,0
India,IND,Alcohol use disorders,2000,1.535363505
India,IND,Alcohol use disorders,2005,1.491248282
India,IND,Alcohol use disorders,2010,1.668569853
India,IND,Alcohol use disorders,2015,1.580239145
India,IND,Alcohol use disorders,2019,1.688826301
India,IND,Alzheimer disease and other dementias,2000,4.483857658
India,IND,Alzheimer disease and other dementias,2005,5.193585792
India,IND,Alzheimer disease and other dementias,2010,5.868979866
India,IND,Alzheimer disease and other dementias,2015,7.768290069
India,IND,Alzheimer disease and other dementias,2019,9.262135998
India,IND,Anxiety disorders,2000,0
India,IND,Anxiety disorders,2005,0
India,IND,Anxiety disorders,2010,0
India,IND,Anxiety disorders,2015,0
India,IND,Anxiety disorders,2019,0
India,IND,Appendicitis,2000,1.588524951
India,IND,Appendicitis,2005,1.219452945
India,IND,Appendicitis,2010,1.058131925
India,IND,Appendicitis,2015,0.863440741
India,IND,Appendicitis,2019,0.816449634
India,IND,Ascariasis,2000,0.051074694
India,IND,Ascariasis,2005,0.034191298
India,IND,Ascariasis,2010,0.014796328
India,IND,Ascariasis,2015,0.004326943
India,IND,Ascariasis,2019,0.000956739
India,IND,Asthma,2000,17.91634498
India,IND,Asthma,2005,15.68860646
India,IND,Asthma,2010,14.84346731
India,IND,Asthma,2015,14.80743991
India,IND,Asthma,2019,14.35347034
India,IND,Autism and Asperger syndrome,2000,0
India,IND,Autism and Asperger syndrome,2005,0
India,IND,Autism and Asperger syndrome,2010,0
India,IND,Autism and Asperger syndrome,2015,0
India,IND,Autism and Asperger syndrome,2019,0
India,IND,Back and neck pain,2000,0
India,IND,Back and neck pain,2005,0
India,IND,Back and neck pain,2010,0
India,IND,Back and neck pain,2015,0
India,IND,Back and neck pain,2019,0
India,IND,Benign prostatic hyperplasia,2000,0
India,IND,Benign prostatic hyperplasia,2005,0
India,IND,Benign prostatic hyperplasia,2010,0
India,IND,Benign prostatic hyperplasia,2015,0
India,IND,Benign prostatic hyperplasia,2019,0
India,IND,Bipolar disorder,2000,0
India,IND,Bipolar disorder,2005,0
India,IND,Bipolar disorder,2010,0
India,IND,Bipolar disorder,2015,0
India,IND,Bipolar disorder,2019,0
India,IND,Bladder cancer,2000,0.703987347
India,IND,Bladder cancer,2005,0.730258148
India,IND,Bladder cancer,2010,0.780710033
India,IND,Bladder cancer,2015,0.900729643
India,IND,Bladder cancer,2019,1.026276635
India,IND,Brain and nervous system cancers,2000,1.627575817
India,IND,Brain and nervous system cancers,2005,1.503021551
India,IND,Brain and nervous system cancers,2010,1.567733356
India,IND,Brain and nervous system cancers,2015,1.648594541
India,IND,Brain and nervous system cancers,2019,1.738259649
India,IND,Breast cancer,2000,3.890829433
India,IND,Breast cancer,2005,3.942540027
India,IND,Breast cancer,2010,4.502111644
India,IND,Breast cancer,2015,5.534072065
India,IND,Breast cancer,2019,6.056843342
India,IND,"Cardiomyopathy, myocarditis, endocarditis",2000,0.776277767
India,IND,"Cardiomyopathy, myocarditis, endocarditis",2005,0.765186525
India,IND,"Cardiomyopathy, myocarditis, endocarditis",2010,0.815314512
India,IND,"Cardiomyopathy, myocarditis, endocarditis",2015,0.864020655
India,IND,"Cardiomyopathy, myocarditis, endocarditis",2019,0.927262163
India,IND,Cataracts,2000,0
India,IND,Cataracts,2005,0
India,IND,Cataracts,2010,0
India,IND,Cataracts,2015,0
India,IND,Cataracts,2019,0
India,IND,Cervix uteri cancer,2000,3.303906311
India,IND,Cervix uteri cancer,2005,2.924422266
India,IND,Cervix uteri cancer,2010,2.903046881
India,IND,Cervix uteri cancer,2015,3.266189973
India,IND,Cervix uteri cancer,2019,3.317647064
India,IND,Chagas disease,2000,0
India,IND,Chagas disease,2005,0
India,IND,Chagas disease,2010,0
India,IND,Chagas disease,2015,0
India,IND,Chagas disease,2019,0
India,IND,Childhood behavioural disorders,2000,0
India,IND,Childhood behavioural disorders,2005,0
India,IND,Childhood behavioural disorders,2010,0
India,IND,Childhood behavioural disorders,2015,0
India,IND,Childhood behavioural disorders,2019,0
India,IND,Chlamydia,2000,0.035462014
India,IND,Chlamydia,2005,0.032522099
India,IND,Chlamydia,2010,0.025980745
India,IND,Chlamydia,2015,0.02675147
India,IND,Chlamydia,2019,0.023923492
India,IND,Chronic obstructive pulmonary disease,2000,58.58710747
India,IND,Chronic obstructive pulmonary disease,2005,56.08952785
India,IND,Chronic obstructive pulmonary disease,2010,56.08166893
India,IND,Chronic obstructive pulmonary disease,2015,62.01956707
India,IND,Chronic obstructive pulmonary disease,2019,64.38116959
India,IND,Cirrhosis of the liver,2000,19.06413999
India,IND,Cirrhosis of the liver,2005,19.45356132
India,IND,Cirrhosis of the liver,2010,20.24343897
India,IND,Cirrhosis of the liver,2015,19.00615821
India,IND,Cirrhosis of the liver,2019,19.65302481
India,IND,Collective violence and legal intervention,2000,0.457312745
India,IND,Collective violence and legal intervention,2005,0.225061834
India,IND,Collective violence and legal intervention,2010,0.15112126
India,IND,Collective violence and legal intervention,2015,0.04920779
India,IND,Collective violence and legal intervention,2019,0.053415896
India,IND,Colon and rectum cancers,2000,3.319911705
India,IND,Colon and rectum cancers,2005,3.521868577
India,IND,Colon and rectum cancers,2010,3.879520741
India,IND,Colon and rectum cancers,2015,4.83728275
India,IND,Colon and rectum cancers,2019,5.648844544
India,IND,Congenital anomalies,2000,12.84276949
India,IND,Congenital anomalies,2005,11.05658472
India,IND,Congenital anomalies,2010,9.217928199
India,IND,Congenital anomalies,2015,7.845463832
India,IND,Congenital anomalies,2019,6.051119354
India,IND,Corpus uteri cancer,2000,0.375091198
India,IND,Corpus uteri cancer,2005,0.355036148
India,IND,Corpus uteri cancer,2010,0.36903425
India,IND,Corpus uteri cancer,2015,0.456419759
India,IND,Corpus uteri cancer,2019,0.501898902
India,IND,Cysticercosis,2000,0.000289957
India,IND,Cysticercosis,2005,0.000113987
India,IND,Cysticercosis,2010,0
India,IND,Cysticercosis,2015,0
India,IND,Cysticercosis,2019,0
India,IND,Dengue,2000,0.846524348
India,IND,Dengue,2005,0.822494087
India,IND,Dengue,2010,1.023394926
India,IND,Dengue,2015,1.212076008
India,IND,Dengue,2019,1.284367422
India,IND,Depressive disorders,2000,0
India,IND,Depressive disorders,2005,0
India,IND,Depressive disorders,2010,0
India,IND,Depressive disorders,2015,0
India,IND,Depressive disorders,2019,0
India,IND,Diabetes mellitus,2000,13.24433881
India,IND,Diabetes mellitus,2005,14.29268533
India,IND,Diabetes mellitus,2010,15.16205806
India,IND,Diabetes mellitus,2015,18.16949219
India,IND,Diabetes mellitus,2019,19.86684099
India,IND,Diarrhoeal diseases,2000,116.708926
India,IND,Diarrhoeal diseases,2005,89.65540361
India,IND,Diarrhoeal diseases,2010,71.76653414
India,IND,Diarrhoeal diseases,2015,55.56964273
India,IND,Diarrhoeal diseases,2019,49.06531406
India,IND,Diphtheria,2000,0.140227227
India,IND,Diphtheria,2005,0.11257993
India,IND,Diphtheria,2010,0.021273316
India,IND,Diphtheria,2015,0.001727639
India,IND,Diphtheria,2019,0
India,IND,Drowning,2000,7.309861841
India,IND,Drowning,2005,5.980628588
India,IND,Drowning,2010,5.116796306
India,IND,Drowning,2015,3.916711885
India,IND,Drowning,2019,3.566671038
India,IND,Drug use disorders,2000,0.5875524
India,IND,Drug use disorders,2005,0.702768508
India,IND,Drug use disorders,2010,0.625825126
India,IND,Drug use disorders,2015,0.74720521
India,IND,Drug use disorders,2019,0.862740883
India,IND,Eating disorders,2000,0
India,IND,Eating disorders,2005,0
India,IND,Eating disorders,2010,0
India,IND,Eating disorders,2015,0
India,IND,Eating disorders,2019,0
India,IND,Echinococcosis,2000,0.077366784
India,IND,Echinococcosis,2005,0.0359408
India,IND,Echinococcosis,2010,0.030272061
India,IND,Echinococcosis,2015,0.019391838
India,IND,Echinococcosis,2019,0.021757964
India,IND,Encephalitis,2000,7.360345098
India,IND,Encephalitis,2005,5.643001251
India,IND,Encephalitis,2010,4.155772702
India,IND,Encephalitis,2015,3.376884775
India,IND,Encephalitis,2019,3.512892043
India,IND,Epilepsy,2000,3.642225637
India,IND,Epilepsy,2005,3.161642404
India,IND,Epilepsy,2010,2.67460546
India,IND,Epilepsy,2015,2.212080082
India,IND,Epilepsy,2019,2.215503211
India,IND,Exposure to mechanical forces,2000,1.849774879
India,IND,Exposure to mechanical forces,2005,1.645033319
India,IND,Exposure to mechanical forces,2010,1.433462458
India,IND,Exposure to mechanical forces,2015,1.218405551
India,IND,Exposure to mechanical forces,2019,1.201226329
India,IND,Falls,2000,15.2478774
India,IND,Falls,2005,15.01855156
India,IND,Falls,2010,14.68254655
India,IND,Falls,2015,15.10850515
India,IND,Falls,2019,16.5286199
India,IND,"Fire, heat and hot substances",2000,2.310635081
India,IND,"Fire, heat and hot substances",2005,2.041466798
India,IND,"Fire, heat and hot substances",2010,1.94138374
India,IND,"Fire, heat and hot substances",2015,1.664933899
India,IND,"Fire, heat and hot substances",2019,1.703415969
India,IND,Food-bourne trematodes,2000,0
India,IND,Food-bourne trematodes,2005,0
India,IND,Food-bourne trematodes,2010,0
India,IND,Food-bourne trematodes,2015,0
India,IND,Food-bourne trematodes,2019,0
India,IND,Gallbladder and biliary diseases,2000,0.609501433
India,IND,Gallbladder and biliary diseases,2005,0.517433451
India,IND,Gallbladder and biliary diseases,2010,0.478187318
India,IND,Gallbladder and biliary diseases,2015,0.515858465
India,IND,Gallbladder and biliary diseases,2019,0.551026967
India,IND,Gallbladder and biliary tract cancer,2000,1.237894596
India,IND,Gallbladder and biliary tract cancer,2005,1.408905092
India,IND,Gallbladder and biliary tract cancer,2010,1.580167472
India,IND,Gallbladder and biliary tract cancer,2015,1.832704976
India,IND,Gallbladder and biliary tract cancer,2019,1.989025944
India,IND,Gastritis and duodenitis,2000,0.417100589
India,IND,Gastritis and duodenitis,2005,0.349735025
India,IND,Gastritis and duodenitis,2010,0.290417243
India,IND,Gastritis and duodenitis,2015,0.245671261
India,IND,Gastritis and duodenitis,2019,0.249132698
India,IND,Genital herpes,2000,0
India,IND,Genital herpes,2005,0
India,IND,Genital herpes,2010,0
India,IND,Genital herpes,2015,0
India,IND,Genital herpes,2019,0
India,IND,Glaucoma,2000,0
India,IND,Glaucoma,2005,0
India,IND,Glaucoma,2010,0
India,IND,Glaucoma,2015,0
India,IND,Glaucoma,2019,0
India,IND,Gonorrhoea,2000,0.09899469
India,IND,Gonorrhoea,2005,0.09105284
India,IND,Gonorrhoea,2010,0.086990086
India,IND,Gonorrhoea,2015,0.081400606
India,IND,Gonorrhoea,2019,0.076992478
India,IND,Gout,2000,0
India,IND,Gout,2005,0
India,IND,Gout,2010,0
India,IND,Gout,2015,0
India,IND,Gout,2019,0
India,IND,Gynecological diseases,2000,0.291099639
India,IND,Gynecological diseases,2005,0.256932866
India,IND,Gynecological diseases,2010,0.260275431
India,IND,Gynecological diseases,2015,0.265809878
India,IND,Gynecological diseases,2019,0.266128694
India,IND,HIV/AIDS,2000,10.22035541
India,IND,HIV/AIDS,2005,14.13486437
India,IND,HIV/AIDS,2010,7.244783765
India,IND,HIV/AIDS,2015,5.726423599
India,IND,HIV/AIDS,2019,3.250274894
India,IND,Hookworm disease,2000,0
India,IND,Hookworm disease,2005,0
India,IND,Hookworm disease,2010,0
India,IND,Hookworm disease,2015,0
India,IND,Hookworm disease,2019,0
India,IND,Hypertensive heart disease,2000,7.398330903
India,IND,Hypertensive heart disease,2005,6.955110734
India,IND,Hypertensive heart disease,2010,6.764722279
India,IND,Hypertensive heart disease,2015,7.498015432
India,IND,Hypertensive heart disease,2019,7.9133012
India,IND,Idiopathic intellectual disability,2000,0
India,IND,Idiopathic intellectual disability,2005,0
India,IND,Idiopathic intellectual disability,2010,0
India,IND,Idiopathic intellectual disability,2015,0
India,IND,Idiopathic intellectual disability,2019,0
India,IND,Infertility,2000,0
India,IND,Infertility,2005,0
India,IND,Infertility,2010,0
India,IND,Infertility,2015,0
India,IND,Infertility,2019,0
India,IND,Inflammatory bowel disease,2000,0.353254759
India,IND,Inflammatory bowel disease,2005,0.303845245
India,IND,Inflammatory bowel disease,2010,0.287561738
India,IND,Inflammatory bowel disease,2015,0.28290295
India,IND,Inflammatory bowel disease,2019,0.295489264
India,IND,Interpersonal violence,2000,5.069825477
India,IND,Interpersonal violence,2005,4.548140224
India,IND,Interpersonal violence,2010,4.339715179
India,IND,Interpersonal violence,2015,3.99600275
India,IND,Interpersonal violence,2019,3.781018109
India,IND,Iodine deficiency,2000,0
India,IND,Iodine deficiency,2005,0
India,IND,Iodine deficiency,2010,0
India,IND,Iodine deficiency,2015,0
India,IND,Iodine deficiency,2019,0
India,IND,Iron-deficiency anaemia,2000,0
India,IND,Iron-deficiency anaemia,2005,0
India,IND,Iron-deficiency anaemia,2010,0
India,IND,Iron-deficiency anaemia,2015,0
India,IND,Iron-deficiency anaemia,2019,0
India,IND,Ischaemic heart disease,2000,84.40200315
India,IND,Ischaemic heart disease,2005,82.60344765
India,IND,Ischaemic heart disease,2010,95.0425828
India,IND,Ischaemic heart disease,2015,104.6001293
India,IND,Ischaemic heart disease,2019,111.2381816
India,IND,Kidney cancer,2000,0.351884783
India,IND,Kidney cancer,2005,0.389407596
India,IND,Kidney cancer,2010,0.448722659
India,IND,Kidney cancer,2015,0.52848165
India,IND,Kidney cancer,2019,0.629723601
India,IND,Kidney diseases,2000,14.02887275
India,IND,Kidney diseases,2005,14.03510524
India,IND,Kidney diseases,2010,14.12823093
India,IND,Kidney diseases,2015,15.16301366
India,IND,Kidney diseases,2019,16.31372899
India,IND,Larynx cancer,2000,1.872602802
India,IND,Larynx cancer,2005,1.767327999
India,IND,Larynx cancer,2010,1.961992499
India,IND,Larynx cancer,2015,2.077561138
India,IND,Larynx cancer,2019,2.202829918
India,IND,Leishmaniasis,2000,0.297336814
India,IND,Leishmaniasis,2005,0.494514029
India,IND,Leishmaniasis,2010,0.377337363
India,IND,Leishmaniasis,2015,0.108591126
India,IND,Leishmaniasis,2019,0.06464302
India,IND,Leprosy,2000,0
India,IND,Leprosy,2005,0
India,IND,Leprosy,2010,0
India,IND,Leprosy,2015,0
India,IND,Leprosy,2019,0
India,IND,Leukaemia,2000,2.804381992
India,IND,Leukaemia,2005,2.439318617
India,IND,Leukaemia,2010,2.31964233
India,IND,Leukaemia,2015,2.334952169
India,IND,Leukaemia,2019,2.449772674
India,IND,Liver cancer,2000,1.679746973
India,IND,Liver cancer,2005,1.795864826
India,IND,Liver cancer,2010,1.953445554
India,IND,Liver cancer,2015,2.09753939
India,IND,Liver cancer,2019,2.224231498
India,IND,Lower respiratory infections,2000,65.44160246
India,IND,Lower respiratory infections,2005,50.94855399
India,IND,Lower respiratory infections,2010,38.69952895
India,IND,Lower respiratory infections,2015,30.95809464
India,IND,Lower respiratory infections,2019,28.72080355
India,IND,Lymphatic filariasis,2000,0
India,IND,Lymphatic filariasis,2005,0
India,IND,Lymphatic filariasis,2010,0
India,IND,Lymphatic filariasis,2015,0
India,IND,Lymphatic filariasis,2019,0
India,IND,"Lymphomas, multiple myeloma",2000,2.077528201
India,IND,"Lymphomas, multiple myeloma",2005,2.156725221
India,IND,"Lymphomas, multiple myeloma",2010,2.419718351
India,IND,"Lymphomas, multiple myeloma",2015,2.640415579
India,IND,"Lymphomas, multiple myeloma",2019,2.935875891
India,IND,Macular degeneration,2000,0
India,IND,Macular degeneration,2005,0
India,IND,Macular degeneration,2010,0
India,IND,Macular degeneration,2015,0
India,IND,Macular degeneration,2019,0
India,IND,Malaria,2000,2.80010306
India,IND,Malaria,2005,2.847585387
India,IND,Malaria,2010,2.474026143
India,IND,Malaria,2015,1.658810877
India,IND,Malaria,2019,0.569457836
India,IND,Maternal conditions,2000,9.982968746
India,IND,Maternal conditions,2005,6.361894802
India,IND,Maternal conditions,2010,4.255169669
India,IND,Maternal conditions,2015,2.637819394
India,IND,Maternal conditions,2019,1.896255236
India,IND,Measles,2000,8.329350007
India,IND,Measles,2005,6.559232566
India,IND,Measles,2010,5.235785599
India,IND,Measles,2015,3.399951856
India,IND,Measles,2019,0.870560149
India,IND,Melanoma and other skin cancers,2000,0.264781965
India,IND,Melanoma and other skin cancers,2005,0.275574529
India,IND,Melanoma and other skin cancers,2010,0.296864384
India,IND,Melanoma and other skin cancers,2015,0.324395243
India,IND,Melanoma and other skin cancers,2019,0.365103333
India,IND,Meningitis,2000,8.974788645
India,IND,Meningitis,2005,6.787410913
India,IND,Meningitis,2010,5.057646818
India,IND,Meningitis,2015,3.225883462
India,IND,Meningitis,2019,2.439126385
India,IND,Mesothelioma,2000,0.099552215
India,IND,Mesothelioma,2005,0.106783307
India,IND,Mesothelioma,2010,0.125575557
India,IND,Mesothelioma,2015,0.154193133
India,IND,Mesothelioma,2019,0.167563124
India,IND,Migraine,2000,0
India,IND,Migraine,2005,0
India,IND,Migraine,2010,0
India,IND,Migraine,2015,0
India,IND,Migraine,2019,0
India,IND,Mouth and oropharynx cancers,2000,7.185046987
India,IND,Mouth and oropharynx cancers,2005,7.301734381
India,IND,Mouth and oropharynx cancers,2010,8.023054354
India,IND,Mouth and oropharynx cancers,2015,8.924641071
India,IND,Mouth and oropharynx cancers,2019,9.817201835
India,IND,Multiple sclerosis,2000,0.125535452
India,IND,Multiple sclerosis,2005,0.127237236
India,IND,Multiple sclerosis,2010,0.142971151
India,IND,Multiple sclerosis,2015,0.14969921
India,IND,Multiple sclerosis,2019,0.165554453
India,IND,Natural disasters,2000,0.220790211
India,IND,Natural disasters,2005,0.325653063
India,IND,Natural disasters,2010,0.082809208
India,IND,Natural disasters,2015,0.091387696
India,IND,Natural disasters,2019,0.146818467
India,IND,Neonatal conditions,2000,97.34408315
India,IND,Neonatal conditions,2005,76.78125904
India,IND,Neonatal conditions,2010,56.87033259
India,IND,Neonatal conditions,2015,40.30817864
India,IND,Neonatal conditions,2019,31.77244941
India,IND,Non-migraine headache,2000,0
India,IND,Non-migraine headache,2005,0
India,IND,Non-migraine headache,2010,0
India,IND,Non-migraine headache,2015,0
India,IND,Non-migraine headache,2019,0
India,IND,Oesophagus cancer,2000,2.4431585
India,IND,Oesophagus cancer,2005,2.382281736
India,IND,Oesophagus cancer,2010,2.402669598
India,IND,Oesophagus cancer,2015,2.595122386
India,IND,Oesophagus cancer,2019,2.844017666
India,IND,Onchocerciasis,2000,0
India,IND,Onchocerciasis,2005,0
India,IND,Onchocerciasis,2010,0
India,IND,Onchocerciasis,2015,0
India,IND,Onchocerciasis,2019,0
India,IND,Oral conditions,2000,0
India,IND,Oral conditions,2005,0
India,IND,Oral conditions,2010,0
India,IND,Oral conditions,2015,0
India,IND,Oral conditions,2019,0
India,IND,Osteoarthritis,2000,0
India,IND,Osteoarthritis,2005,0
India,IND,Osteoarthritis,2010,0
India,IND,Osteoarthritis,2015,0
India,IND,Osteoarthritis,2019,0
India,IND,Other hearing loss,2000,0
India,IND,Other hearing loss,2005,0
India,IND,Other hearing loss,2010,0
India,IND,Other hearing loss,2015,0
India,IND,Other hearing loss,2019,0
India,IND,Other vision loss,2000,0
India,IND,Other vision loss,2005,0
India,IND,Other vision loss,2010,0
India,IND,Other vision loss,2015,0
India,IND,Other vision loss,2019,0
India,IND,Otitis media,2000,0.050579964
India,IND,Otitis media,2005,0.017220167
India,IND,Otitis media,2010,0.000741005
India,IND,Otitis media,2015,0.000374089
India,IND,Otitis media,2019,0.000430338
India,IND,Ovary cancer,2000,0.843938642
India,IND,Ovary cancer,2005,0.966971411
